batch_id,timestamp,machine_id,operator_id,shift,temperature,pressure,humidity,speed,material_grade,defect_type,defect_count
B08429,2024-09-15 16:51:33.429342934,M10,OP07,Morning,163.4,42.5,61.5,100.2,C,None,0
B08430,2024-09-15 17:04:39.747974797,M2,OP18,Night,174.7,48.7,47.7,107.6,C,Dimensional,4
B08431,2024-09-15 17:17:46.066606660,M1,OP14,Night,201.5,50.0,61.3,94.2,B,None,0
B08432,2024-09-15 17:30:52.385238524,M8,OP08,Afternoon,215.0,52.6,60.2,99.4,B,None,0
B08433,2024-09-15 17:43:58.703870387,M7,OP12,Morning,185.1,53.8,33.5,94.8,B,Surface,4
B08434,2024-09-15 17:57:05.022502250,M7,OP10,Afternoon,218.1,47.2,40.5,102.2,B,None,0
B08435,2024-09-15 18:10:11.341134113,M4,OP14,Morning,225.2,47.1,40.0,93.6,A,None,0
B08436,2024-09-15 18:23:17.659765976,M9,OP09,Morning,206.8,46.8,62.7,103.1,B,Dimensional,1
B08437,2024-09-15 18:36:23.978397839,M6,OP06,Afternoon,215.6,46.1,49.6,105.4,B,None,0
B08438,2024-09-15 18:49:30.297029703,M2,OP05,Morning,183.1,43.5,46.6,104.3,B,None,0
B08439,2024-09-15 19:02:36.615661566,M1,OP01,Night,173.3,51.9,39.7,96.4,A,None,0
B08440,2024-09-15 19:15:42.934293429,M1,OP01,Morning,227.9,60.5,58.2,110.8,A,None,0
B08441,2024-09-15 19:28:49.252925292,M9,OP20,Afternoon,185.1,53.5,47.0,101.6,C,None,0
B08442,2024-09-15 19:41:55.571557155,M4,OP17,Night,217.3,53.9,33.2,108.2,B,None,0
B08443,2024-09-15 19:55:01.890189019,M5,OP11,Afternoon,206.3,51.8,63.6,116.3,B,None,0
B08444,2024-09-15 20:08:08.208820882,M3,OP12,Night,226.4,44.6,49.7,113.5,A,None,0
B08445,2024-09-15 20:21:14.527452745,M4,OP03,Night,211.6,48.8,59.7,97.1,B,None,0
B08446,2024-09-15 20:34:20.846084608,M8,OP06,Night,182.4,52.8,50.0,109.7,A,None,0
B08447,2024-09-15 20:47:27.164716471,M4,OP11,Morning,194.8,44.9,45.9,119.0,A,None,0
B08448,2024-09-15 21:00:33.483348335,M9,OP13,Morning,210.5,48.1,49.8,116.2,B,None,0
B08449,2024-09-15 21:13:39.801980198,M9,OP11,Afternoon,191.8,44.8,53.5,90.5,C,None,0
B08450,2024-09-15 21:26:46.120612061,M6,OP08,Night,215.7,48.0,44.3,96.5,B,None,0
B08451,2024-09-15 21:39:52.439243924,M2,OP10,Afternoon,201.4,57.9,35.5,107.9,A,None,0
B08452,2024-09-15 21:52:58.757875787,M10,OP02,Morning,216.0,56.5,32.0,109.2,B,None,0
B08453,2024-09-15 22:06:05.076507650,M7,OP14,Morning,216.9,50.6,50.4,105.1,A,None,0
B08454,2024-09-15 22:19:11.395139514,M9,OP16,Morning,204.7,56.3,52.9,102.2,B,None,0
B08455,2024-09-15 22:32:17.713771377,M6,OP17,Night,198.0,52.7,48.6,112.7,B,Structural,4
B08456,2024-09-15 22:45:24.032403240,M3,OP11,Morning,192.0,49.0,42.1,97.9,B,None,0
B08457,2024-09-15 22:58:30.351035103,M7,OP02,Morning,182.8,45.1,45.8,103.8,B,Dimensional,2
B08458,2024-09-15 23:11:36.669666966,M5,OP05,Morning,225.8,48.6,50.6,101.5,B,None,0
B08459,2024-09-15 23:24:42.988298830,M1,OP16,Night,201.2,48.8,52.5,92.0,B,None,0
B08460,2024-09-15 23:37:49.306930693,M3,OP16,Night,196.3,48.4,49.3,104.3,C,None,0
B08461,2024-09-15 23:50:55.625562556,M5,OP02,Afternoon,196.5,49.5,44.5,93.9,B,None,0
B08462,2024-09-16 00:04:01.944194419,M7,OP16,Morning,199.2,45.8,60.8,110.4,B,None,0
B08463,2024-09-16 00:17:08.262826282,M3,OP05,Morning,192.7,44.8,42.8,93.1,C,None,0
B08464,2024-09-16 00:30:14.581458145,M6,OP08,Afternoon,191.4,44.6,42.2,92.4,A,Structural,3
B08465,2024-09-16 00:43:20.900090009,M5,OP20,Afternoon,179.5,51.8,47.2,98.5,B,None,0
B08466,2024-09-16 00:56:27.218721872,M1,OP14,Afternoon,200.7,46.2,59.4,110.3,B,Dimensional,4
B08467,2024-09-16 01:09:33.537353735,M10,OP10,Night,219.6,50.8,55.4,97.8,A,None,0
B08468,2024-09-16 01:22:39.855985598,M6,OP02,Night,189.2,50.2,49.6,99.9,A,None,0
B08469,2024-09-16 01:35:46.174617461,M8,OP03,Morning,208.3,51.4,41.6,104.6,B,None,0
B08470,2024-09-16 01:48:52.493249325,M1,OP18,Morning,208.6,48.6,43.0,97.2,B,None,0
B08471,2024-09-16 02:01:58.811881188,M2,OP02,Afternoon,206.0,45.6,47.8,78.6,B,Structural,2
B08472,2024-09-16 02:15:05.130513051,M4,OP09,Afternoon,228.1,56.9,46.5,99.5,B,None,0
B08473,2024-09-16 02:28:11.449144914,M2,OP02,Afternoon,209.0,47.2,46.1,98.4,A,None,0
B08474,2024-09-16 02:41:17.767776777,M9,OP07,Night,201.0,57.7,61.2,96.6,C,None,0
B08475,2024-09-16 02:54:24.086408641,M10,OP07,Morning,205.0,44.6,74.6,99.4,C,None,0
B08476,2024-09-16 03:07:30.405040504,M8,OP14,Night,212.7,45.9,43.9,99.4,A,Structural,2
B08477,2024-09-16 03:20:36.723672367,M8,OP05,Afternoon,226.1,42.8,55.3,95.8,A,None,0
B08478,2024-09-16 03:33:43.042304230,M4,OP08,Night,196.4,50.3,57.3,98.4,B,None,0
B08479,2024-09-16 03:46:49.360936093,M5,OP18,Afternoon,202.7,52.6,45.8,104.5,A,None,0
B08480,2024-09-16 03:59:55.679567956,M4,OP06,Night,245.9,44.1,43.7,110.3,C,Surface,3
B08481,2024-09-16 04:13:01.998199820,M9,OP14,Morning,199.3,50.1,42.6,95.4,B,None,0
B08482,2024-09-16 04:26:08.316831683,M2,OP18,Night,198.6,48.4,54.5,109.0,B,None,0
B08483,2024-09-16 04:39:14.635463546,M8,OP17,Morning,187.4,41.7,54.5,103.6,B,None,0
B08484,2024-09-16 04:52:20.954095409,M2,OP09,Afternoon,201.3,49.6,58.8,88.8,B,None,0
B08485,2024-09-16 05:05:27.272727272,M1,OP13,Morning,198.9,53.7,67.1,104.1,B,None,0
B08486,2024-09-16 05:18:33.591359136,M10,OP16,Morning,205.9,55.9,54.3,102.6,B,None,0
B08487,2024-09-16 05:31:39.909990999,M3,OP10,Morning,204.1,43.3,50.9,104.9,B,None,0
B08488,2024-09-16 05:44:46.228622862,M9,OP10,Morning,170.4,54.1,42.6,95.1,B,None,0
B08489,2024-09-16 05:57:52.547254725,M3,OP04,Morning,180.4,53.2,56.2,89.5,C,None,0
B08490,2024-09-16 06:10:58.865886588,M9,OP12,Night,197.6,48.5,26.6,85.5,A,None,0
B08491,2024-09-16 06:24:05.184518452,M7,OP08,Morning,193.6,43.1,46.8,102.2,A,None,0
B08492,2024-09-16 06:37:11.503150315,M10,OP15,Night,184.5,51.3,33.5,107.1,A,Surface,3
B08493,2024-09-16 06:50:17.821782178,M1,OP19,Morning,172.4,43.2,47.4,104.5,C,None,0
B08494,2024-09-16 07:03:24.140414041,M10,OP15,Afternoon,224.4,51.3,56.5,105.1,A,None,0
B08495,2024-09-16 07:16:30.459045904,M5,OP08,Morning,224.1,47.6,64.0,112.4,A,None,0
B08496,2024-09-16 07:29:36.777677767,M9,OP08,Morning,211.4,46.6,31.0,103.7,A,Structural,3
B08497,2024-09-16 07:42:43.096309631,M3,OP19,Morning,191.2,51.1,59.9,98.6,C,Structural,6
B08498,2024-09-16 07:55:49.414941494,M9,OP09,Afternoon,222.0,59.2,47.8,114.9,C,None,0
B08499,2024-09-16 08:08:55.733573357,M5,OP17,Morning,189.2,55.8,49.8,96.3,B,Structural,2
B08500,2024-09-16 08:22:02.052205220,M9,OP08,Night,206.5,50.0,56.9,94.4,B,Dimensional,5
B08501,2024-09-16 08:35:08.370837083,M10,OP12,Afternoon,188.1,51.2,48.9,110.1,A,None,0
B08502,2024-09-16 08:48:14.689468947,M6,OP15,Night,200.4,49.6,44.0,85.7,C,None,0
B08503,2024-09-16 09:01:21.008100810,M9,OP04,Night,207.3,48.8,45.4,92.4,A,Structural,1
B08504,2024-09-16 09:14:27.326732673,M7,OP06,Afternoon,177.5,56.4,43.2,94.8,A,None,0
B08505,2024-09-16 09:27:33.645364536,M7,OP16,Night,193.7,51.1,51.1,91.0,B,Surface,4
B08506,2024-09-16 09:40:39.963996399,M8,OP05,Morning,203.8,52.1,60.1,101.0,A,None,0
B08507,2024-09-16 09:53:46.282628262,M7,OP13,Night,181.2,51.6,56.9,115.6,C,None,0
B08508,2024-09-16 10:06:52.601260126,M9,OP15,Morning,185.9,49.8,50.8,97.7,A,None,0
B08509,2024-09-16 10:19:58.919891989,M9,OP17,Afternoon,203.8,45.8,44.7,87.5,C,None,0
B08510,2024-09-16 10:33:05.238523852,M6,OP20,Afternoon,192.0,46.5,52.4,88.3,B,Dimensional,3
B08511,2024-09-16 10:46:11.557155715,M7,OP05,Night,181.6,51.3,64.4,103.8,A,Surface,3
B08512,2024-09-16 10:59:17.875787578,M2,OP19,Night,200.4,52.4,42.6,99.8,C,Dimensional,4
B08513,2024-09-16 11:12:24.194419442,M9,OP07,Morning,206.5,45.2,56.0,107.2,B,None,0
B08514,2024-09-16 11:25:30.513051305,M1,OP03,Afternoon,233.7,47.2,53.4,102.4,B,None,0
B08515,2024-09-16 11:38:36.831683168,M1,OP13,Night,201.3,47.8,44.2,94.6,A,None,0
B08516,2024-09-16 11:51:43.150315031,M3,OP14,Night,200.2,46.2,51.9,91.7,C,None,0
B08517,2024-09-16 12:04:49.468946894,M6,OP16,Morning,195.7,41.8,46.7,92.9,C,Dimensional,1
B08518,2024-09-16 12:17:55.787578758,M5,OP13,Afternoon,217.2,44.7,43.1,100.5,B,None,0
B08519,2024-09-16 12:31:02.106210621,M2,OP02,Night,204.9,49.8,42.2,87.0,B,None,0
B08520,2024-09-16 12:44:08.424842484,M9,OP14,Night,212.5,52.3,44.2,88.7,A,None,0
B08521,2024-09-16 12:57:14.743474347,M10,OP20,Afternoon,203.3,47.3,40.6,98.8,B,None,0
B08522,2024-09-16 13:10:21.062106210,M4,OP07,Night,213.7,51.8,65.6,96.5,A,Dimensional,1
B08523,2024-09-16 13:23:27.380738073,M4,OP05,Afternoon,205.7,50.4,42.4,103.7,B,None,0
B08524,2024-09-16 13:36:33.699369937,M5,OP14,Night,178.9,52.8,62.5,98.2,A,None,0
B08525,2024-09-16 13:49:40.018001800,M8,OP09,Afternoon,195.7,56.6,53.1,96.5,A,None,0
B08526,2024-09-16 14:02:46.336633663,M10,OP10,Afternoon,196.1,46.5,36.3,103.2,C,None,0
B08527,2024-09-16 14:15:52.655265526,M4,OP07,Night,206.7,48.1,43.4,100.8,C,Surface,3
B08528,2024-09-16 14:28:58.973897389,M5,OP14,Morning,202.3,45.1,52.7,101.3,B,Dimensional,3
B08529,2024-09-16 14:42:05.292529253,M4,OP14,Night,220.0,56.0,44.6,77.6,B,Structural,5
B08530,2024-09-16 14:55:11.611161116,M6,OP02,Afternoon,206.0,48.3,51.5,97.0,A,None,0
B08531,2024-09-16 15:08:17.929792979,M3,OP17,Night,207.1,50.9,35.1,98.3,B,None,0
B08532,2024-09-16 15:21:24.248424842,M8,OP20,Morning,184.8,52.6,50.4,103.7,B,Surface,1
B08533,2024-09-16 15:34:30.567056705,M6,OP04,Afternoon,202.3,55.7,49.0,111.6,C,Surface,4
B08534,2024-09-16 15:47:36.885688569,M10,OP13,Night,196.8,44.1,65.2,92.1,A,None,0
B08535,2024-09-16 16:00:43.204320432,M5,OP18,Night,169.0,53.8,44.6,93.9,A,None,0
B08536,2024-09-16 16:13:49.522952295,M2,OP03,Morning,180.3,42.2,55.7,109.2,B,None,0
B08537,2024-09-16 16:26:55.841584158,M10,OP19,Morning,210.8,45.4,60.4,98.7,B,Structural,3
B08538,2024-09-16 16:40:02.160216021,M10,OP05,Afternoon,209.8,49.1,58.7,102.2,A,Surface,6
B08539,2024-09-16 16:53:08.478847884,M7,OP01,Afternoon,191.2,49.9,59.2,91.1,A,None,0
B08540,2024-09-16 17:06:14.797479748,M2,OP09,Night,191.6,56.1,49.4,95.5,A,None,0
B08541,2024-09-16 17:19:21.116111611,M1,OP08,Afternoon,183.0,50.2,53.4,98.1,B,None,0
B08542,2024-09-16 17:32:27.434743474,M7,OP03,Night,214.8,49.8,45.3,114.4,C,Surface,1
B08543,2024-09-16 17:45:33.753375337,M5,OP02,Afternoon,187.9,50.8,54.7,106.4,A,None,0
B08544,2024-09-16 17:58:40.072007200,M1,OP01,Morning,191.4,54.6,41.2,96.0,A,Surface,3
B08545,2024-09-16 18:11:46.390639064,M4,OP12,Morning,215.2,47.1,43.6,98.6,A,None,0
B08546,2024-09-16 18:24:52.709270927,M4,OP13,Afternoon,214.9,43.4,66.4,100.1,A,None,0
B08547,2024-09-16 18:37:59.027902790,M10,OP10,Afternoon,197.3,50.4,57.6,96.8,B,None,0
B08548,2024-09-16 18:51:05.346534653,M7,OP17,Afternoon,200.2,50.3,37.5,99.7,B,None,0
B08549,2024-09-16 19:04:11.665166516,M9,OP11,Night,207.1,49.3,52.9,115.3,A,None,0
B08550,2024-09-16 19:17:17.983798380,M2,OP05,Afternoon,193.9,56.6,42.1,108.5,C,None,0
B08551,2024-09-16 19:30:24.302430243,M1,OP09,Night,198.5,53.4,55.5,98.9,B,Dimensional,4
B08552,2024-09-16 19:43:30.621062106,M2,OP13,Night,197.1,42.4,53.1,110.0,C,Structural,2
B08553,2024-09-16 19:56:36.939693969,M7,OP20,Morning,210.3,48.0,51.7,91.3,A,None,0
B08554,2024-09-16 20:09:43.258325832,M10,OP11,Night,221.3,52.0,44.9,107.1,B,None,0
B08555,2024-09-16 20:22:49.576957695,M6,OP04,Afternoon,217.2,51.7,61.7,89.5,B,None,0
B08556,2024-09-16 20:35:55.895589559,M4,OP11,Afternoon,215.2,54.4,44.8,84.5,A,None,0
B08557,2024-09-16 20:49:02.214221422,M1,OP09,Afternoon,183.6,56.0,51.9,100.6,B,None,0
B08558,2024-09-16 21:02:08.532853285,M1,OP07,Night,219.4,51.6,48.3,100.6,C,Surface,3
B08559,2024-09-16 21:15:14.851485148,M5,OP16,Night,189.9,52.4,38.9,105.7,B,None,0
B08560,2024-09-16 21:28:21.170117011,M1,OP05,Afternoon,173.3,44.5,47.3,105.9,C,None,0
B08561,2024-09-16 21:41:27.488748875,M7,OP06,Morning,187.3,47.3,36.4,111.8,B,None,0
B08562,2024-09-16 21:54:33.807380738,M1,OP19,Afternoon,198.6,47.8,54.6,99.8,B,None,0
B08563,2024-09-16 22:07:40.126012601,M1,OP01,Morning,169.4,44.3,45.0,100.0,A,None,0
B08564,2024-09-16 22:20:46.444644464,M2,OP16,Afternoon,210.7,53.0,47.2,109.2,B,None,0
B08565,2024-09-16 22:33:52.763276327,M10,OP18,Night,212.5,50.5,55.0,90.5,A,Surface,3
B08566,2024-09-16 22:46:59.081908190,M3,OP13,Afternoon,194.3,57.3,45.2,98.9,A,None,0
B08567,2024-09-16 23:00:05.400540054,M1,OP01,Morning,182.5,52.6,32.5,94.3,B,None,0
B08568,2024-09-16 23:13:11.719171917,M9,OP10,Afternoon,213.8,51.3,52.8,91.9,B,None,0
B08569,2024-09-16 23:26:18.037803780,M10,OP07,Morning,186.1,56.2,44.5,103.8,B,None,0
B08570,2024-09-16 23:39:24.356435643,M8,OP05,Morning,175.7,47.1,47.3,93.0,B,None,0
B08571,2024-09-16 23:52:30.675067506,M5,OP13,Afternoon,199.0,42.7,54.4,95.8,B,Surface,3
B08572,2024-09-17 00:05:36.993699370,M2,OP16,Night,200.4,53.8,42.0,100.1,A,None,0
B08573,2024-09-17 00:18:43.312331233,M5,OP20,Night,204.7,51.7,52.8,102.7,A,None,0
B08574,2024-09-17 00:31:49.630963096,M6,OP14,Afternoon,211.5,49.5,50.4,110.0,A,None,0
B08575,2024-09-17 00:44:55.949594959,M1,OP11,Afternoon,213.3,48.1,49.7,107.2,B,None,0
B08576,2024-09-17 00:58:02.268226822,M4,OP19,Morning,181.0,47.1,47.9,106.5,B,None,0
B08577,2024-09-17 01:11:08.586858686,M9,OP02,Night,169.4,50.0,51.9,92.9,B,None,0
B08578,2024-09-17 01:24:14.905490549,M2,OP08,Afternoon,206.9,50.8,55.1,115.3,B,None,0
B08579,2024-09-17 01:37:21.224122412,M5,OP13,Night,200.7,52.8,36.2,97.4,B,Structural,1
B08580,2024-09-17 01:50:27.542754275,M1,OP07,Night,193.1,44.3,56.2,93.8,C,None,0
B08581,2024-09-17 02:03:33.861386138,M4,OP12,Afternoon,197.8,54.4,47.2,94.0,A,None,0
B08582,2024-09-17 02:16:40.180018001,M4,OP08,Night,187.5,49.2,36.4,83.0,B,None,0
B08583,2024-09-17 02:29:46.498649865,M6,OP16,Night,225.9,50.3,48.3,103.6,B,None,0
B08584,2024-09-17 02:42:52.817281728,M10,OP18,Afternoon,169.8,47.0,41.8,85.7,B,None,0
B08585,2024-09-17 02:55:59.135913591,M9,OP19,Morning,206.3,51.9,58.7,88.5,A,None,0
B08586,2024-09-17 03:09:05.454545454,M3,OP04,Night,180.7,57.4,38.5,114.1,B,None,0
B08587,2024-09-17 03:22:11.773177317,M9,OP12,Morning,190.1,53.2,51.6,111.9,A,None,0
B08588,2024-09-17 03:35:18.091809181,M6,OP16,Afternoon,193.4,48.2,51.9,90.3,A,None,0
B08589,2024-09-17 03:48:24.410441044,M7,OP17,Morning,185.3,43.0,53.1,92.0,A,None,0
B08590,2024-09-17 04:01:30.729072907,M10,OP04,Afternoon,196.6,47.6,55.2,106.8,B,Dimensional,4
B08591,2024-09-17 04:14:37.047704770,M2,OP20,Night,160.6,47.8,45.9,86.9,B,None,0
B08592,2024-09-17 04:27:43.366336633,M10,OP09,Morning,177.0,51.7,40.7,96.0,B,Surface,1
B08593,2024-09-17 04:40:49.684968497,M6,OP05,Night,172.2,47.4,33.1,97.6,A,None,0
B08594,2024-09-17 04:53:56.003600360,M6,OP17,Morning,181.7,46.9,51.2,88.5,B,None,0
B08595,2024-09-17 05:07:02.322232223,M2,OP17,Night,188.1,48.6,45.6,91.2,B,None,0
B08596,2024-09-17 05:20:08.640864086,M2,OP02,Afternoon,199.9,49.8,59.4,84.7,B,None,0
B08597,2024-09-17 05:33:14.959495949,M2,OP02,Morning,190.3,48.7,55.0,103.4,A,None,0
B08598,2024-09-17 05:46:21.278127812,M10,OP07,Afternoon,187.0,48.4,61.1,95.0,C,Surface,2
B08599,2024-09-17 05:59:27.596759676,M1,OP04,Night,192.1,44.6,38.1,83.0,B,Surface,3
B08600,2024-09-17 06:12:33.915391539,M5,OP13,Afternoon,189.5,51.8,42.3,106.6,B,Surface,2
B08601,2024-09-17 06:25:40.234023402,M8,OP20,Night,194.4,45.9,53.6,106.4,C,None,0
B08602,2024-09-17 06:38:46.552655265,M2,OP11,Afternoon,195.0,53.7,60.7,102.7,C,None,0
B08603,2024-09-17 06:51:52.871287128,M5,OP03,Morning,188.3,54.4,69.4,111.0,A,Surface,1
B08604,2024-09-17 07:04:59.189918992,M8,OP02,Night,176.4,45.1,53.4,107.6,B,None,0
B08605,2024-09-17 07:18:05.508550855,M10,OP16,Afternoon,199.3,56.9,50.2,103.7,B,None,0
B08606,2024-09-17 07:31:11.827182718,M5,OP03,Afternoon,212.5,54.4,56.8,93.9,C,None,0
B08607,2024-09-17 07:44:18.145814581,M2,OP15,Morning,184.1,50.7,45.0,107.6,B,None,0
B08608,2024-09-17 07:57:24.464446444,M3,OP17,Afternoon,198.4,46.0,43.7,98.2,A,None,0
B08609,2024-09-17 08:10:30.783078307,M6,OP16,Night,193.3,39.8,54.6,92.3,B,None,0
B08610,2024-09-17 08:23:37.101710171,M5,OP20,Afternoon,208.7,50.0,55.6,101.8,B,None,0
B08611,2024-09-17 08:36:43.420342034,M4,OP07,Night,187.0,50.5,49.7,100.5,A,None,0
B08612,2024-09-17 08:49:49.738973897,M4,OP16,Night,196.8,53.6,43.3,102.0,B,None,0
B08613,2024-09-17 09:02:56.057605760,M5,OP05,Afternoon,198.1,42.1,58.1,101.4,B,None,0
B08614,2024-09-17 09:16:02.376237623,M2,OP02,Afternoon,203.8,54.0,39.3,92.6,A,None,0
B08615,2024-09-17 09:29:08.694869487,M9,OP01,Night,183.5,54.5,50.9,92.5,B,None,0
B08616,2024-09-17 09:42:15.013501350,M2,OP13,Night,204.6,51.7,53.2,106.3,C,Structural,1
B08617,2024-09-17 09:55:21.332133213,M10,OP16,Afternoon,192.0,44.6,45.1,99.6,C,Dimensional,2
B08618,2024-09-17 10:08:27.650765076,M2,OP05,Afternoon,207.7,49.1,61.7,87.4,B,Surface,1
B08619,2024-09-17 10:21:33.969396939,M10,OP03,Morning,194.0,45.4,49.4,92.5,A,None,0
B08620,2024-09-17 10:34:40.288028803,M9,OP15,Morning,218.8,44.8,46.4,87.5,A,Dimensional,3
B08621,2024-09-17 10:47:46.606660666,M3,OP16,Night,175.9,45.3,32.9,102.9,B,None,0
B08622,2024-09-17 11:00:52.925292529,M10,OP11,Afternoon,208.2,50.9,75.3,103.0,B,None,0
B08623,2024-09-17 11:13:59.243924392,M7,OP19,Morning,204.7,46.7,48.8,89.4,B,None,0
B08624,2024-09-17 11:27:05.562556255,M4,OP18,Night,206.9,49.1,37.4,91.9,B,None,0
B08625,2024-09-17 11:40:11.881188118,M6,OP09,Night,215.8,52.7,42.2,102.2,B,None,0
B08626,2024-09-17 11:53:18.199819982,M4,OP08,Night,173.0,50.0,59.0,95.2,A,None,0
B08627,2024-09-17 12:06:24.518451845,M10,OP19,Afternoon,232.5,48.4,41.9,89.7,C,None,0
B08628,2024-09-17 12:19:30.837083708,M7,OP05,Afternoon,207.8,49.4,53.1,105.8,A,Dimensional,2
B08629,2024-09-17 12:32:37.155715571,M1,OP17,Morning,228.9,56.4,54.8,98.4,C,Surface,3
B08630,2024-09-17 12:45:43.474347434,M3,OP05,Night,228.0,55.2,47.2,82.0,B,None,0
B08631,2024-09-17 12:58:49.792979298,M3,OP14,Night,206.4,40.2,44.2,98.3,C,Dimensional,4
B08632,2024-09-17 13:11:56.111611161,M1,OP07,Night,203.9,48.1,51.8,117.6,A,None,0
B08633,2024-09-17 13:25:02.430243024,M6,OP09,Night,211.2,50.1,54.5,102.8,C,Dimensional,2
B08634,2024-09-17 13:38:08.748874887,M9,OP17,Morning,165.8,58.2,37.2,100.6,A,None,0
B08635,2024-09-17 13:51:15.067506750,M8,OP03,Afternoon,198.7,49.3,32.5,102.2,C,None,0
B08636,2024-09-17 14:04:21.386138614,M7,OP08,Afternoon,214.5,48.4,59.0,95.4,B,Surface,2
B08637,2024-09-17 14:17:27.704770477,M10,OP13,Night,222.9,49.0,54.6,94.0,C,Surface,2
B08638,2024-09-17 14:30:34.023402340,M8,OP16,Morning,195.3,49.5,52.6,86.5,A,None,0
B08639,2024-09-17 14:43:40.342034203,M6,OP10,Afternoon,205.4,50.9,44.0,90.6,B,None,0
B08640,2024-09-17 14:56:46.660666066,M9,OP18,Morning,208.6,51.5,59.0,109.9,B,None,0
B08641,2024-09-17 15:09:52.979297929,M3,OP03,Afternoon,198.8,49.2,58.8,97.7,B,None,0
B08642,2024-09-17 15:22:59.297929793,M10,OP12,Night,186.0,57.4,50.5,107.6,C,None,0
B08643,2024-09-17 15:36:05.616561656,M10,OP16,Afternoon,190.1,50.1,47.6,82.5,B,Dimensional,2
B08644,2024-09-17 15:49:11.935193519,M9,OP18,Night,184.3,54.6,53.1,98.8,B,None,0
B08645,2024-09-17 16:02:18.253825382,M4,OP17,Afternoon,177.3,50.3,52.1,116.4,C,None,0
B08646,2024-09-17 16:15:24.572457245,M7,OP07,Morning,197.5,48.3,45.2,99.1,B,Surface,1
B08647,2024-09-17 16:28:30.891089109,M9,OP19,Afternoon,233.3,51.9,37.3,103.4,B,Structural,4
B08648,2024-09-17 16:41:37.209720972,M2,OP08,Night,203.7,40.4,51.9,92.9,B,None,0
B08649,2024-09-17 16:54:43.528352835,M2,OP17,Morning,195.7,49.4,48.7,96.7,A,None,0
B08650,2024-09-17 17:07:49.846984698,M9,OP07,Morning,205.6,38.3,55.6,97.6,B,None,0
B08651,2024-09-17 17:20:56.165616561,M3,OP01,Afternoon,187.6,45.1,63.6,96.7,B,None,0
B08652,2024-09-17 17:34:02.484248425,M9,OP08,Afternoon,175.1,46.8,40.0,94.0,A,None,0
B08653,2024-09-17 17:47:08.802880288,M5,OP19,Afternoon,189.7,49.9,53.7,102.4,A,None,0
B08654,2024-09-17 18:00:15.121512151,M6,OP20,Afternoon,183.0,51.3,38.5,83.6,B,Structural,2
B08655,2024-09-17 18:13:21.440144014,M2,OP20,Night,172.3,43.3,61.3,115.1,A,None,0
B08656,2024-09-17 18:26:27.758775877,M8,OP10,Night,191.7,48.0,42.1,96.9,B,None,0
B08657,2024-09-17 18:39:34.077407740,M9,OP12,Morning,207.3,48.6,44.2,90.8,C,None,0
B08658,2024-09-17 18:52:40.396039604,M2,OP01,Night,205.9,58.2,45.4,95.8,A,None,0
B08659,2024-09-17 19:05:46.714671467,M6,OP04,Night,204.1,49.7,52.2,91.3,B,Dimensional,2
B08660,2024-09-17 19:18:53.033303330,M6,OP04,Night,225.0,44.9,52.4,92.3,B,None,0
B08661,2024-09-17 19:31:59.351935193,M8,OP09,Afternoon,191.7,53.4,54.8,98.1,A,None,0
B08662,2024-09-17 19:45:05.670567056,M10,OP15,Morning,206.5,48.9,59.9,107.0,B,None,0
B08663,2024-09-17 19:58:11.989198920,M5,OP15,Night,194.2,53.0,47.7,109.7,B,None,0
B08664,2024-09-17 20:11:18.307830783,M9,OP07,Night,221.3,54.0,44.7,103.7,B,None,0
B08665,2024-09-17 20:24:24.626462646,M1,OP12,Afternoon,187.9,46.6,42.5,92.9,B,None,0
B08666,2024-09-17 20:37:30.945094509,M9,OP03,Morning,211.2,48.4,51.2,99.3,A,None,0
B08667,2024-09-17 20:50:37.263726372,M10,OP20,Afternoon,203.7,48.5,50.0,91.7,A,Surface,3
B08668,2024-09-17 21:03:43.582358235,M7,OP09,Morning,218.3,53.5,38.9,100.9,C,Structural,3
B08669,2024-09-17 21:16:49.900990099,M4,OP14,Morning,200.1,56.5,55.8,103.9,B,None,0
B08670,2024-09-17 21:29:56.219621962,M3,OP13,Morning,196.5,56.6,46.6,108.5,B,None,0
B08671,2024-09-17 21:43:02.538253825,M10,OP12,Afternoon,194.6,49.2,62.3,101.8,B,None,0
B08672,2024-09-17 21:56:08.856885688,M6,OP01,Afternoon,197.7,56.1,48.7,97.0,B,None,0
B08673,2024-09-17 22:09:15.175517551,M1,OP19,Morning,172.0,51.5,41.4,102.1,B,None,0
B08674,2024-09-17 22:22:21.494149415,M3,OP16,Morning,192.2,48.6,52.2,96.4,B,None,0
B08675,2024-09-17 22:35:27.812781278,M2,OP12,Morning,191.3,46.9,58.4,97.6,A,None,0
B08676,2024-09-17 22:48:34.131413141,M9,OP10,Morning,182.9,51.9,53.4,106.3,B,None,0
B08677,2024-09-17 23:01:40.450045004,M3,OP02,Afternoon,191.6,56.4,60.1,103.5,B,None,0
B08678,2024-09-17 23:14:46.768676867,M2,OP18,Morning,186.5,54.9,43.8,98.5,B,None,0
B08679,2024-09-17 23:27:53.087308731,M4,OP13,Morning,192.3,46.8,55.1,98.3,C,None,0
B08680,2024-09-17 23:40:59.405940594,M2,OP06,Afternoon,209.4,51.4,59.8,95.2,A,None,0
B08681,2024-09-17 23:54:05.724572457,M1,OP12,Morning,209.4,46.6,52.8,110.6,A,Surface,3
